case_id,category,subcategory,difficulty,handwriting_profile,stroke_variant,canvas_region,expected_plain_text,expected_latex,raw_detected_output,normalized_detected_output,detected_latex,confidence,recognition_time_ms,exact_match,semantic_match,structure_match,layout_match,symbol_score,structure_score,spatial_score,overall_score,status,error_types,evidence_path,notes
"powers_subscripts_roots-019","POWERS_SUBSCRIPTS_ROOTS","negative numeric exponent","MEDIUM","CLEAN_STUDENT","delayed-superscript","BOTTOM_CENTER","2^{-3}","2^{-3}","2^{-3}","2^(-3)","2^{-3}","0.9311","2351","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"powers_subscripts_roots-020","POWERS_SUBSCRIPTS_ROOTS","fraction exponent","MEDIUM","FAST_CLASSROOM","fraction-bar-first","BOTTOM_RIGHT","9^{3/2}","9^{3/2}","9^{312}","9^(312)","9^{312}","0.89636284","2465","false","false","false","false","0.8","0.5","0.5","0.6368181420564651","WRONG_LAYOUT","DIGIT_CONFUSION|FRACTION_MISREAD","failures/powers_subscripts_roots-020.png",""
"powers_subscripts_roots-021","POWERS_SUBSCRIPTS_ROOTS","indexed radical","MEDIUM","SMALL_COMPACT","fraction-bar-last","NEAR_BOUNDARY","sqrt[3](x+1)","sqrt[3](x+1)","sr+[3](x+1)","sr+[3](x+1)","sr+[3](x+1)","0.92059255","3536","false","false","false","false","0.8333333333333334","0.0","0.0","0.40227962732315065","WRONG_STRUCTURE","LETTER_CONFUSION|ROOT_SCOPE_ERROR|LOCATION_SENSITIVE","failures/powers_subscripts_roots-021.png",""
"powers_subscripts_roots-022","POWERS_SUBSCRIPTS_ROOTS","nested roots","MEDIUM","LARGE_BOARD","uneven-spacing","NEAR_TOOLBAR","sqrt(sqrt(x))","sqrt(sqrt(x))","Sr+(srt(x))","Sr+(srt(x))","Sr+(srt(x))","0.439","3572","false","false","false","false","0.7692307692307692","0.0","0.0","0.3507961543706747","WRONG_STRUCTURE","LETTER_CONFUSION|ROOT_SCOPE_ERROR|LOCATION_SENSITIVE|LOW_CONFIDENCE","failures/powers_subscripts_roots-022.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"powers_subscripts_roots-023","POWERS_SUBSCRIPTS_ROOTS","root within root","HARD","RIGHT_SLANTED","tilted-baseline","TOP_LEFT","sqrt(x+sqrt(y))","sqrt(x+sqrt(y))","srcx+srty>>","srcx+srty>>","srcx+srty>>","0.439","3782","false","false","false","false","0.5333333333333333","0.0","0.0","0.24995000052452085","WRONG_STRUCTURE","LETTER_CONFUSION|ROOT_SCOPE_ERROR|LOW_CONFIDENCE","failures/powers_subscripts_roots-023.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"powers_subscripts_roots-024","POWERS_SUBSCRIPTS_ROOTS","scientific unit","HARD","LEFT_SLANTED","overlap-and-correction","TOP_CENTER","10^{-9}m","10^{-9}m","10^{-9}m","10^(-9)m","10^{-9}m","0.8723134","2687","true","true","true","true","1.0","1.0","1.0","0.9936156690120698","PASS","","rendered-inputs",""
"powers_subscripts_roots-025","POWERS_SUBSCRIPTS_ROOTS","decimal scientific","HARD","UNEVEN_BASELINE","normal-order","TOP_RIGHT","1.5*10^{-4}","1.5*10^{-4}","1_.5*10^(-4)","1_.5*10^(-4)","1_.5*10^(-4)","1.0","2945","false","false","true","true","0.9","1.0","1.0","0.9347500000000001","PARTIAL","","failures/powers_subscripts_roots-025.png",""
"powers_subscripts_roots-026","POWERS_SUBSCRIPTS_ROOTS","chemical-style subscript","HARD","VARIABLE_SPACING","reverse-symbol-strokes","CENTER_LEFT","H_2O","H_2O","frac{}","frac()","frac{}","0.60892224","2068","false","false","false","false","0.0","0.0","0.0","0.030446112155914307","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUBSCRIPT_MISSED|STROKE_ORDER_SENSITIVE","failures/powers_subscripts_roots-026.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"powers_subscripts_roots-027","POWERS_SUBSCRIPTS_ROOTS","chemical indexed notation","HARD","HEAVY_PRESSURE","delayed-superscript","CENTER","CO_2","CO_2","","","","","23375","false","false","false","false","0.0","0.0","0.0","0.0","TIMEOUT","TIMEOUT","failures/powers_subscripts_roots-027.png",""
"powers_subscripts_roots-028","POWERS_SUBSCRIPTS_ROOTS","two-dimensional index","HARD","LIGHT_BROKEN","fraction-bar-first","CENTER_RIGHT","x_{i,j}","x_{i,j}","X_{i,j}","X_i,j","X_{i,j}","0.8961","2685","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"powers_subscripts_roots-029","POWERS_SUBSCRIPTS_ROOTS","tensor-like notation","HARD","ROUNDED","fraction-bar-last","BOTTOM_LEFT","T_i^{jk}","T_i^{jk}","i","i","i","0.7249349","1972","false","false","false","false","0.16666666666666663","0.0","0.0","0.10749674379825591","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED","failures/powers_subscripts_roots-029.png",""
"powers_subscripts_roots-030","POWERS_SUBSCRIPTS_ROOTS","indexed polynomial","HARD","ANGULAR","uneven-spacing","BOTTOM_CENTER","a_0+a_1x+a_2x^2","a_0+a_1x+a_2x^2","a_0+a_1X+a_2X^2","a_0+a_1X+a_2X^2","a_0+a_1X+a_2X^2","0.9219104","5288","true","true","true","true","1.0","1.0","1.0","0.9960955202579499","PASS","","rendered-inputs",""
"powers_subscripts_roots-031","POWERS_SUBSCRIPTS_ROOTS","power tower","HARD","CROWDED","tilted-baseline","BOTTOM_RIGHT","x^{2^3}","x^{2^3}","X^{23}3","X^(23)3","X^{23}3","0.8914158","2773","false","false","true","true","0.8","1.0","1.0","0.8895707887411117","PARTIAL","DIGIT_CONFUSION","failures/powers_subscripts_roots-031.png",""
"powers_subscripts_roots-032","POWERS_SUBSCRIPTS_ROOTS","ambiguous power tower","HARD","WIDELY_SPACED","overlap-and-correction","NEAR_BOUNDARY","x^2^3","x^2^3","X^{23}","X^(23)","X^{23}","0.9311","2858","false","false","true","true","0.8","1.0","1.0","0.8915550005435944","PARTIAL","","failures/powers_subscripts_roots-032.png",""
"powers_subscripts_roots-033","POWERS_SUBSCRIPTS_ROOTS","mixed layout","HARD","OVERWRITTEN_CORRECTION","normal-order","NEAR_TOOLBAR","sqrt(x^2+1)/(x_1)","sqrt(x^2+1)/(x_1)","\sin(x^{2}+1)/(x_{1})","sin(x^(2)+1)/(x_1)","\sin(x^{2}+1)/(x_{1})","0.92552066","4382","false","false","false","false","0.8235294117647058","0.75","0.75","0.7733348564540639","PARTIAL","LETTER_CONFUSION|FRACTION_MISREAD|ROOT_SCOPE_ERROR|LOCATION_SENSITIVE|OVERWRITING_ERROR","failures/powers_subscripts_roots-033.png",""
"powers_subscripts_roots-034","POWERS_SUBSCRIPTS_ROOTS","compound negative exponent","HARD","MIXED_CASE","reverse-symbol-strokes","TOP_LEFT","e^{-x^2}","e^{-x^2}","e","e","e","0.439","2438","false","false","false","false","0.16666666666666663","0.0","0.0","0.09320000052452085","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/powers_subscripts_roots-034.png","Image pass unavailable; result uses digital ink and parser evidence.; Low-confidence interpretation; choose an alternative or edit before insertion."
"powers_subscripts_roots-035","POWERS_SUBSCRIPTS_ROOTS","adjacent powers","EXTREME","UNUSUAL_STROKE_ORDER","delayed-superscript","TOP_CENTER","2^{x+1}+2^x","2^{x+1}+2^x","2^{x+1}+2^{x}","2^(x+1)+2^(x)","2^{x+1}+2^{x}","0.9311","3519","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"powers_subscripts_roots-036","POWERS_SUBSCRIPTS_ROOTS","compound index and power","EXTREME","SLIGHTLY_SHAKY","fraction-bar-first","TOP_RIGHT","x_1^{a+b}","x_1^{a+b}","X_1^{a+b}","X_1^(a+b)","X_1^{a+b}","0.9186638","3303","true","true","true","true","1.0","1.0","1.0","0.9959331899881364","PASS","","rendered-inputs",""
"powers_subscripts_roots-037","POWERS_SUBSCRIPTS_ROOTS","delayed index","EXTREME","CLEAN_STUDENT","fraction-bar-last","CENTER_LEFT","a_{n+1}^2","a_{n+1}^2","a_{n+1}^2","a_n+1^2","a_{n+1}^2","0.89410573","2888","true","true","true","true","1.0","1.0","1.0","0.9947052866220475","PASS","","rendered-inputs",""
"powers_subscripts_roots-038","POWERS_SUBSCRIPTS_ROOTS","detached superscript","EXTREME","FAST_CLASSROOM","uneven-spacing","CENTER","x^ 2","x^ 2","times","times","times","0.8089198","1946","false","false","false","false","0.0","0.0","0.0","0.040445989370346075","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED","failures/powers_subscripts_roots-038.png",""
"powers_subscripts_roots-039","POWERS_SUBSCRIPTS_ROOTS","detached subscript","EXTREME","SMALL_COMPACT","tilted-baseline","CENTER_RIGHT","x_ 2","x_ 2","X_{2}","X_2","X_{2}","0.8961","2243","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"powers_subscripts_roots-040","POWERS_SUBSCRIPTS_ROOTS","crowded super/subscripts","EXTREME","LARGE_BOARD","overlap-and-correction","BOTTOM_LEFT","x^2+x_2","x^2+x_2","x_1^2+x_2","x_1^2+x_2","x_1^2+x_2","0.87958956","3265","false","false","true","true","0.7777777777777778","1.0","1.0","0.8823128112157186","PARTIAL","DIGIT_CONFUSION","failures/powers_subscripts_roots-040.png",""
"fractions_rational-001","FRACTIONS_RATIONAL","simple fraction","EASY","CLEAN_STUDENT","normal-order","TOP_LEFT","1/2","1/2","1/2","1/2","1/2","0.9889","2116","true","true","true","true","1.0","1.0","1.0","0.9994450002908707","PASS","","rendered-inputs",""
"fractions_rational-002","FRACTIONS_RATIONAL","simple fraction","EASY","FAST_CLASSROOM","reverse-symbol-strokes","TOP_CENTER","3/4","3/4","3/4","3/4","3/4","0.8961","2268","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-003","FRACTIONS_RATIONAL","mixed number","EASY","SMALL_COMPACT","delayed-superscript","TOP_RIGHT","2 1/3","2 1/3","21/3","21/3","21/3","1.0","2229","true","true","true","true","1.0","1.0","1.0","1.0","PASS","","rendered-inputs",""
"fractions_rational-004","FRACTIONS_RATIONAL","algebraic fraction","EASY","LARGE_BOARD","fraction-bar-first","CENTER_LEFT","(x+1)/(x-1)","(x+1)/(x-1)","(X+1)/(X-1)","(X+1)/(X-1)","(X+1)/(X-1)","0.944159","3007","true","true","true","true","1.0","1.0","1.0","0.9972079485654831","PASS","","rendered-inputs",""
"fractions_rational-005","FRACTIONS_RATIONAL","powered fraction","EASY","RIGHT_SLANTED","fraction-bar-last","CENTER","(a^2-b^2)/(a+b)","(a^2-b^2)/(a+b)","co-DJI ca+b)","co-DJIca+b)","co-DJI ca+b)","0.59328","4396","false","false","false","false","0.33333333333333337","0.0","0.0","0.17216400086879732","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|FRACTION_MISREAD","failures/fractions_rational-005.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-006","FRACTIONS_RATIONAL","nested fraction","EASY","LEFT_SLANTED","uneven-spacing","CENTER_RIGHT","1/(1+1/x)","1/(1+1/x)","1/(1+1/x)","1/(1+1/x)","1/(1+1/x)","0.8961","2813","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-007","FRACTIONS_RATIONAL","root fraction","EASY","UNEVEN_BASELINE","tilted-baseline","BOTTOM_LEFT","sqrt(x)/(x+2)","sqrt(x)/(x+2)","\sin(X)/(X+2)","sin(X)/(X+2)","\sin(X)/(X+2)","0.84117204","3202","false","false","false","false","0.7692307692307692","0.5","0.5","0.6209047558215948","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|ROOT_SCOPE_ERROR","failures/fractions_rational-007.png",""
"fractions_rational-008","FRACTIONS_RATIONAL","polynomial fraction","EASY","VARIABLE_SPACING","overlap-and-correction","BOTTOM_CENTER","(x^2+3x+2)/(x^2-1)","(x^2+3x+2)/(x^2-1)","(X^2+3X+2)/(X^2-1)","(X^2+3X+2)/(X^2-1)","(X^2+3X+2)/(X^2-1)","0.9176005","4151","true","true","true","true","1.0","1.0","1.0","0.9958800256252289","PASS","","rendered-inputs",""
"fractions_rational-009","FRACTIONS_RATIONAL","continued fraction","EASY","HEAVY_PRESSURE","normal-order","BOTTOM_RIGHT","1+1/(2+1/3)","1+1/(2+1/3)","1+1/(2+1/3)","1+1/(2+1/3)","1+1/(2+1/3)","0.9841","3351","true","true","true","true","1.0","1.0","1.0","0.9992049992084504","PASS","","rendered-inputs",""
"fractions_rational-010","FRACTIONS_RATIONAL","fraction over fraction","EASY","LIGHT_BROKEN","reverse-symbol-strokes","NEAR_BOUNDARY","(1/2)/(3/4)","(1/2)/(3/4)","(1/2)/(3/4)","(1/2)/(3/4)","(1/2)/(3/4)","0.88241863","2853","true","true","true","true","1.0","1.0","1.0","0.9941209316253663","PASS","","rendered-inputs",""
"fractions_rational-011","FRACTIONS_RATIONAL","nested denominator","MEDIUM","ROUNDED","delayed-superscript","NEAR_TOOLBAR","x/(y/z)","x/(y/z)","X/(Y/Z)","X/(Y/Z)","X/(Y/Z)","0.9592819","2562","true","true","true","true","1.0","1.0","1.0","0.997964096069336","PASS","","rendered-inputs",""
"fractions_rational-012","FRACTIONS_RATIONAL","nested numerator","MEDIUM","ANGULAR","fraction-bar-first","TOP_LEFT","(a/b)/c","(a/b)/c","(a/b) \geq c","(a/b)>=c","(a/b) \geq c","0.571629","2906","false","false","true","true","0.75","1.0","1.0","0.8585814493894576","PARTIAL","LETTER_CONFUSION","failures/fractions_rational-012.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-013","FRACTIONS_RATIONAL","derivative fraction","MEDIUM","CROWDED","fraction-bar-last","TOP_CENTER","dy/dx","dy/dx","\alpha Y/ \alpha X","\alphaY/\alphaX","\alpha Y/ \alpha X","0.8404896","2941","false","false","true","true","0.19999999999999996","1.0","1.0","0.7070244812965394","WRONG_SYMBOL","LETTER_CONFUSION","failures/fractions_rational-013.png",""
"fractions_rational-014","FRACTIONS_RATIONAL","fraction equation","MEDIUM","WIDELY_SPACED","uneven-spacing","TOP_RIGHT","(x+1)/2=3/5","(x+1)/2=3/5","(x+1)/2=3/5","(x+1)/2=3/5","(x+1)/2=3/5","0.9713","3336","true","true","true","true","1.0","1.0","1.0","0.9985650002956391","PASS","","rendered-inputs",""
"fractions_rational-015","FRACTIONS_RATIONAL","negative fraction","MEDIUM","OVERWRITTEN_CORRECTION","tilted-baseline","CENTER_LEFT","-3/7","-3/7","-3/7","-3/7","-3/7","0.94623345","2159","true","true","true","true","1.0","1.0","1.0","0.9973116725683213","PASS","","rendered-inputs",""
"fractions_rational-016","FRACTIONS_RATIONAL","negative denominator","MEDIUM","MIXED_CASE","overlap-and-correction","CENTER","1/-x","1/-x","1/-x","1/-x","1/-x","0.9022484","2465","true","true","true","true","1.0","1.0","1.0","0.9951124191284181","PASS","","rendered-inputs",""
"fractions_rational-017","FRACTIONS_RATIONAL","similar numerator denominator","MEDIUM","UNUSUAL_STROKE_ORDER","normal-order","CENTER_RIGHT","(x-y)/(x+y)","(x-y)/(x+y)","(X-Y)/(X+Y)","(X-Y)/(X+Y)","(X-Y)/(X+Y)","0.9841","2985","true","true","true","true","1.0","1.0","1.0","0.9992049992084504","PASS","","rendered-inputs",""
"fractions_rational-018","FRACTIONS_RATIONAL","root numerator","MEDIUM","SLIGHTLY_SHAKY","reverse-symbol-strokes","BOTTOM_LEFT","(1+sqrt(5))/2","(1+sqrt(5))/2","ass","ass","ass","0.439","2970","false","false","false","false","0.07692307692307687","0.0","0.0","0.054834615909136235","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD|ROOT_SCOPE_ERROR|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/fractions_rational-018.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-019","FRACTIONS_RATIONAL","power fraction","MEDIUM","CLEAN_STUDENT","delayed-superscript","BOTTOM_CENTER","x^2/(1+x^2)","x^2/(1+x^2)","X^{2}/(1+X^{2})","X^(2)/(1+X^(2))","X^{2}/(1+X^{2})","0.9069346","3282","true","true","true","true","1.0","1.0","1.0","0.9953467309474946","PASS","","rendered-inputs",""
"fractions_rational-020","FRACTIONS_RATIONAL","deep continued fraction","MEDIUM","FAST_CLASSROOM","fraction-bar-first","BOTTOM_RIGHT","1/(2+1/(3+1/4))","1/(2+1/(3+1/4))","1/(2+1/(3+1/4))","1/(2+1/(3+1/4))","1/(2+1/(3+1/4))","0.93865997","4442","true","true","true","true","1.0","1.0","1.0","0.9969329982995988","PASS","","rendered-inputs",""
"fractions_rational-021","FRACTIONS_RATIONAL","two fractions","MEDIUM","SMALL_COMPACT","fraction-bar-last","NEAR_BOUNDARY","a/b+c/d","a/b+c/d","a/b+c/d","a/b+c/d","a/b+c/d","0.8961","3210","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-022","FRACTIONS_RATIONAL","long fraction sum","MEDIUM","LARGE_BOARD","uneven-spacing","NEAR_TOOLBAR","(a+b)/(c+d)+(e+f)/(g+h)","(a+b)/(c+d)+(e+f)/(g+h)","(otos/ccta)+lett)/(gth)","(otos/ccta)+lett)/(gth)","(otos/ccta)+lett)/(gth)","0.45639998","4848","false","false","true","true","0.5217391304347826","1.0","1.0","0.784341737990794","WRONG_SYMBOL","LETTER_CONFUSION|LOW_CONFIDENCE","failures/fractions_rational-022.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-023","FRACTIONS_RATIONAL","fraction difference","HARD","RIGHT_SLANTED","tilted-baseline","TOP_LEFT","1/(x-1)-1/(x+1)","1/(x-1)-1/(x+1)","1/(x-1)-1/(x+1)","1/(x-1)-1/(x+1)","1/(x-1)-1/(x+1)","0.8961","4004","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-024","FRACTIONS_RATIONAL","factorable rational","HARD","LEFT_SLANTED","overlap-and-correction","TOP_CENTER","(x^3-1)/(x-1)","(x^3-1)/(x-1)","(x^{3}-1)/(x-1)","(x^(3)-1)/(x-1)","(x^{3}-1)/(x-1)","0.9140804","3494","true","true","true","true","1.0","1.0","1.0","0.9957040190696717","PASS","","rendered-inputs",""
"fractions_rational-025","FRACTIONS_RATIONAL","complex rational","HARD","UNEVEN_BASELINE","normal-order","TOP_RIGHT","(x^2-4)/(x^2+2x)","(x^2-4)/(x^2+2x)","(X^2-4)/(X^2+2X)","(X^2-4)/(X^2+2X)","(X^2-4)/(X^2+2X)","0.90720415","4241","true","true","true","true","1.0","1.0","1.0","0.9953602075576783","PASS","","rendered-inputs",""
"fractions_rational-026","FRACTIONS_RATIONAL","root containing fraction","HARD","VARIABLE_SPACING","reverse-symbol-strokes","CENTER_LEFT","sqrt(x/y)","sqrt(x/y)","\sin^{t}(X/Y)","sin^(t)(X/Y)","\sin^{t}(X/Y)","0.723158","2974","false","false","false","false","0.7","0.5","0.5","0.585407900094986","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|ROOT_SCOPE_ERROR|STROKE_ORDER_SENSITIVE","failures/fractions_rational-026.png",""
"fractions_rational-027","FRACTIONS_RATIONAL","two rooted fractions","HARD","HEAVY_PRESSURE","delayed-superscript","CENTER","sqrt(x)/sqrt(y)","sqrt(x)/sqrt(y)","\int S\Gamma t(X)/S\Gamma t(Y)","\intS\Gammat(X)/S\Gammat(Y)","\int S\Gamma t(X)/S\Gamma t(Y)","0.8027644","3986","false","false","false","false","0.40740740740740744","0.5","0.5","0.46486044300927054","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|ROOT_SCOPE_ERROR","failures/fractions_rational-027.png",""
"fractions_rational-028","FRACTIONS_RATIONAL","fractional powers","HARD","LIGHT_BROKEN","fraction-bar-first","CENTER_RIGHT","x^{1/2}/y^{3/2}","x^{1/2}/y^{3/2}","X^{1/2}/Y^{3/2}","X^(1/2)/Y^(3/2)","X^{1/2}/Y^{3/2}","0.9311","3514","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"fractions_rational-029","FRACTIONS_RATIONAL","summation numerator","HARD","ROUNDED","fraction-bar-last","BOTTOM_LEFT","(sum_{i=1}^n i)/n","(sum_{i=1}^n i)/n","(Sumi=1' is in","(Sumi=1'isin","(Sumi=1' is in","0.5608","4403","false","false","false","false","0.6428571428571428","0.4","0.0","0.4228614293677466","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|FRACTION_MISREAD","failures/fractions_rational-029.png","Image pass unavailable; result uses digital ink and parser evidence.; Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-030","FRACTIONS_RATIONAL","geometric sum","HARD","ANGULAR","uneven-spacing","BOTTOM_CENTER","(1-r^{n+1})/(1-r)","(1-r^{n+1})/(1-r)","(1-r^{n+1})/(1-r)","(1-r^(n+1))/(1-r)","(1-r^{n+1})/(1-r)","0.9311","3751","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"fractions_rational-031","FRACTIONS_RATIONAL","combinatorial fraction","HARD","CROWDED","tilted-baseline","BOTTOM_RIGHT","n!/(r!(n-r)!)","n!/(r!(n-r)!)","n!/((!(^-^)!)","n!/((!(^-^)!)","n!/((!(^-^)!)","0.439","2998","false","false","true","true","0.7692307692307692","1.0","1.0","0.8577192312937515","PARTIAL","LETTER_CONFUSION|LOW_CONFIDENCE","failures/fractions_rational-031.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"fractions_rational-032","FRACTIONS_RATIONAL","mixed signed powers","HARD","WIDELY_SPACED","overlap-and-correction","NEAR_BOUNDARY","(2x^{-2}y^3)/(3x^2y^{-1})","(2x^{-2}y^3)/(3x^2y^{-1})","(2X^{-2}Y^{3})/(3X^{2}Y^{-1})","(2X^(-2)Y^(3))/(3X^(2)Y^(-1))","(2X^{-2}Y^{3})/(3X^{2}Y^{-1})","0.9291164","4895","true","true","true","true","1.0","1.0","1.0","0.9964558213949204","PASS","","rendered-inputs",""
"fractions_rational-033","FRACTIONS_RATIONAL","deep power fraction","HARD","OVERWRITTEN_CORRECTION","normal-order","NEAR_TOOLBAR","((x^2y^{-3})^2)/(x^{-1}y^4)","((x^2y^{-3})^2)/(x^{-1}y^4)","((X^{2}Y^{-3})^{2})/(X^{-1}Y^{4})","((X^(2)Y^(-3))^(2))/(X^(-1)Y^(4))","((X^{2}Y^{-3})^{2})/(X^{-1}Y^{4})","0.92598563","4627","true","true","true","true","1.0","1.0","1.0","0.9962992817163469","PASS","","rendered-inputs",""
"fractions_rational-034","FRACTIONS_RATIONAL","short separated fraction","HARD","MIXED_CASE","reverse-symbol-strokes","TOP_LEFT","1 / 2","1 / 2","1/2","1/2","1/2","0.8961","2253","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-035","FRACTIONS_RATIONAL","overlong bar","EXTREME","UNUSUAL_STROKE_ORDER","delayed-superscript","TOP_CENTER","(x+1)----------------(x-1)","(x+1)----------------(x-1)","(x+1)----------(x-1)","(x+1)----------(x-1)","(x+1)----------(x-1)","0.76293373","3986","false","false","true","true","0.7692307692307692","1.0","1.0","0.8739159173231856","PARTIAL","","failures/fractions_rational-035.png",""
"fractions_rational-036","FRACTIONS_RATIONAL","broken bar","EXTREME","SLIGHTLY_SHAKY","fraction-bar-first","TOP_RIGHT","(x+1)//(x-1)","(x+1)//(x-1)","(x+1)//(x-1)","(x+1)//(x-1)","(x+1)//(x-1)","0.8808502","3051","true","true","true","true","1.0","1.0","1.0","0.9940425097942353","PASS","","rendered-inputs",""
"fractions_rational-037","FRACTIONS_RATIONAL","slanted reverse bar","EXTREME","CLEAN_STUDENT","fraction-bar-last","CENTER_LEFT","(x+1)\(x-1)","(x+1)\(x-1)","(x+1)(x-1)","(x+1)(x-1)","(x+1)(x-1)","0.8961","2738","false","false","true","true","0.9090909090909091","1.0","1.0","0.9334413628686559","PARTIAL","","failures/fractions_rational-037.png",""
"fractions_rational-038","FRACTIONS_RATIONAL","bar written first","EXTREME","FAST_CLASSROOM","uneven-spacing","CENTER","1/(x+1)+2","1/(x+1)+2","1/(x+1)+2","1/(x+1)+2","1/(x+1)+2","0.8961","2786","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"fractions_rational-039","FRACTIONS_RATIONAL","denominator first","EXTREME","SMALL_COMPACT","tilted-baseline","CENTER_RIGHT","(x+1)/(x-1)","(x+1)/(x-1)","(x+1)/(x-1)","(x+1)/(x-1)","(x+1)/(x-1)","0.8444354","2960","true","true","true","true","1.0","1.0","1.0","0.9922217696905137","PASS","","rendered-inputs",""
"fractions_rational-040","FRACTIONS_RATIONAL","crowded stacked equation","EXTREME","LARGE_BOARD","overlap-and-correction","BOTTOM_LEFT","(x+1)/(x-1)=0","(x+1)/(x-1)=0","(x+1)/(x-1)=0","(x+1)/(x-1)=0","(x+1)/(x-1)=0","0.94857997","3162","true","true","true","true","1.0","1.0","1.0","0.9974289983510972","PASS","","rendered-inputs",""
"complex_numbers-001","COMPLEX_NUMBERS","imaginary unit","EASY","CLEAN_STUDENT","normal-order","TOP_LEFT","i^2=-1","i^2=-1","i^2=-1","i^2=-1","i^2=-1","0.9311","2661","true","true","true","true","1.0","1.0","1.0","0.9965550005435945","PASS","","rendered-inputs",""
"complex_numbers-002","COMPLEX_NUMBERS","rectangular form","EASY","FAST_CLASSROOM","reverse-symbol-strokes","TOP_CENTER","z=3+4i","z=3+4i","z=3+4i","z=3+4i","z=3+4i","0.8961","2858","true","true","true","true","1.0","1.0","1.0","0.9948049992322923","PASS","","rendered-inputs",""
"complex_numbers-003","COMPLEX_NUMBERS","conjugate","EASY","SMALL_COMPACT","delayed-superscript","TOP_RIGHT","conj(z)=3-4i","conj(z)=3-4i","\cos j(z)=3-4i","cosj(z)=3-4i","\cos j(z)=3-4i","0.8961","3318","false","false","true","true","0.9166666666666666","1.0","1.0","0.9366799992322921","PARTIAL","LETTER_CONFUSION","failures/complex_numbers-003.png",""
"complex_numbers-004","COMPLEX_NUMBERS","modulus","EASY","LARGE_BOARD","fraction-bar-first","CENTER_LEFT","","","","","","","0","false","false","false","false","0.0","0.0","0.0","0.0","MANUAL_REVIEW_REQUIRED","","failures/complex_numbers-004.png","The automated stroke alphabet cannot represent this case faithfully; execute in manual Mode B."
"complex_numbers-005","COMPLEX_NUMBERS","polar form","EASY","RIGHT_SLANTED","fraction-bar-last","CENTER","z=r(cos(theta)+i*sin(theta))","z=r(cos(theta)+i*sin(theta))","z=r( \cos(+h \exp)+i \times \sin(+h \exp))","z=r(cos(+hexp)+i*sin(+hexp))","z=r( \cos(+h \exp)+i \times \sin(+h \exp))","0.810782","7234","false","false","true","true","0.7857142857142857","1.0","1.0","0.8812533864804677","PARTIAL","LETTER_CONFUSION","failures/complex_numbers-005.png",""
"complex_numbers-006","COMPLEX_NUMBERS","Euler form","EASY","LEFT_SLANTED","uneven-spacing","CENTER_RIGHT","z=r*e^{i*theta}","z=r*e^{i*theta}","","","","","3620518","false","false","false","false","0.0","0.0","0.0","0.0","TIMEOUT","TIMEOUT","failures/complex_numbers-006.png",""
